,id,date,hour,dist_travelled_km,energy_consumed_kwh,regen_energy_kwh,idling_energy_kwh,net_energy_kwh,mileage_kwh_per_km,raw_datapoints,non_null_datapoints,raw_data_pcnt,non_null_data_pcnt
0,16,2025-09-01,0,16.88,18.27,0.55,1.54,17.72,1.05,3185,1213,88.47,38.08
1,16,2025-09-01,1,56.25,51.12,3.25,0.41,47.87,0.85,3192,3190,88.67,99.94
2,16,2025-09-01,2,73.5,63.8,4.84,0.0,58.96,0.8,3268,3265,90.78,99.91
3,16,2025-09-01,3,47.38,66.5,21.81,0.0,44.68,0.94,3330,3325,92.5,99.85
4,16,2025-09-01,4,7.12,11.08,4.24,0.0,6.84,0.96,3306,1112,91.83,33.64
5,16,2025-09-01,5,0.0,0.0,0.0,0.09,0.0,,3245,0,90.14,0.0
6,16,2025-09-01,6,0.0,0.0,0.0,0.02,0.0,,3442,0,95.61,0.0
7,16,2025-09-01,7,0.0,0.97,0.0,1.0,0.97,,1757,404,48.81,22.99
8,16,2025-09-01,8,3.5,7.3,0.0,0.24,7.3,2.09,2402,1884,66.72,78.43
9,16,2025-09-01,9,8.0,12.98,3.78,0.0,9.2,1.15,3342,3338,92.83,99.88
10,16,2025-09-01,10,22.96,34.77,11.01,0.0,23.76,1.03,3114,3111,86.5,99.9
11,16,2025-09-01,11,18.59,37.13,12.25,0.03,24.88,1.34,2816,2813,78.22,99.89
12,16,2025-09-01,12,64.12,65.19,9.21,0.0,55.98,0.87,2816,2813,78.22,99.89
13,16,2025-09-01,13,53.25,67.46,19.57,0.0,47.88,0.9,2954,2952,82.06,99.93
14,16,2025-09-01,14,33.5,38.87,10.73,0.06,28.13,0.84,1889,1817,52.47,96.19
15,16,2025-09-01,15,38.62,47.3,7.14,1.11,40.16,1.04,2309,2270,64.14,98.31
16,16,2025-09-01,16,52.12,67.15,19.25,0.0,47.9,0.92,2951,2948,81.97,99.9
17,16,2025-09-01,17,35.38,57.12,13.87,0.67,43.25,1.22,2915,2847,80.97,97.67
18,16,2025-09-01,18,0.0,0.0,0.0,0.13,0.0,,3259,0,90.53,0.0
19,16,2025-09-01,19,0.0,0.0,0.0,0.03,0.0,,3365,0,93.47,0.0
20,16,2025-09-01,20,0.0,0.0,0.0,0.57,0.0,,3233,0,89.81,0.0
21,16,2025-09-01,21,14.38,21.4,4.4,0.3,17.0,1.18,3114,3043,86.5,97.72
22,16,2025-09-01,22,46.25,42.26,14.48,0.46,27.79,0.6,3043,3038,84.53,99.84
23,16,2025-09-01,23,63.96,70.44,13.77,0.0,56.67,0.89,3130,3124,86.94,99.81
24,16,2025-09-02,0,11.62,16.83,4.82,0.72,12.0,1.03,3228,1532,89.67,47.46
25,16,2025-09-02,1,72.88,71.07,8.05,0.0,63.01,0.86,3158,3152,87.72,99.81
26,16,2025-09-02,2,67.62,64.05,7.33,0.23,56.72,0.84,3211,3206,89.19,99.84
27,16,2025-09-02,3,46.44,64.45,22.29,0.07,42.16,0.91,3357,3351,93.25,99.82
28,16,2025-09-02,4,5.75,7.94,3.06,0.08,4.88,0.85,3267,1626,90.75,49.77
29,16,2025-09-02,7,1.75,3.62,0.89,0.03,2.74,1.56,2355,695,65.42,29.51
30,16,2025-09-02,8,0.0,0.0,0.0,0.0,0.0,,697,0,19.36,0.0
31,16,2025-09-02,9,1.38,3.05,0.74,0.06,2.31,1.68,720,648,20.0,90.0
32,16,2025-09-02,10,5.12,7.49,2.85,0.1,4.64,0.9,1250,1228,34.72,98.24
33,16,2025-09-02,13,0.0,0.0,0.0,0.01,0.0,,123,0,3.42,0.0
34,16,2025-09-02,15,0.0,5.96,0.0,5.96,5.96,,2801,2199,77.81,78.51
35,16,2025-09-02,16,7.0,11.89,3.81,0.04,8.08,1.15,3345,2603,92.92,77.82
36,16,2025-09-02,17,0.0,0.0,0.0,0.05,0.0,,1858,0,51.61,0.0
37,16,2025-09-02,18,0.0,0.0,0.0,0.09,0.0,,2798,0,77.72,0.0
38,16,2025-09-02,19,1.5,2.69,0.0,0.16,2.69,1.79,3360,663,93.33,19.73
39,16,2025-09-02,20,0.0,0.0,0.0,0.0,0.0,,2762,0,76.72,0.0
40,16,2025-09-02,22,0.0,1.81,0.0,1.82,1.81,,2793,746,77.58,26.71
41,16,2025-09-03,6,0.0,0.0,0.0,0.09,0.0,,1025,0,28.47,0.0
42,16,2025-09-03,7,0.0,0.0,0.0,0.09,0.0,,892,0,24.78,0.0
43,16,2025-09-03,8,2.12,4.35,0.12,0.27,4.23,1.99,3279,1025,91.08,31.26
44,16,2025-09-03,9,8.12,19.04,5.04,0.17,14.0,1.72,3264,3159,90.67,96.78
45,16,2025-09-03,10,23.19,34.14,10.39,1.11,23.75,1.02,2854,2852,79.28,99.93
46,16,2025-09-03,11,16.62,27.58,10.66,0.01,16.91,1.02,2927,2926,81.31,99.97
47,16,2025-09-03,12,57.88,58.66,8.49,0.0,50.16,0.87,2738,2737,76.06,99.96
48,16,2025-09-03,13,49.69,66.56,15.51,0.12,51.04,1.03,2840,2839,78.89,99.96
49,16,2025-09-03,14,45.25,55.03,12.58,0.03,42.44,0.94,1846,1832,51.28,99.24
50,16,2025-09-03,15,20.17,24.75,2.75,0.9,22.0,1.09,1403,1395,38.97,99.43
51,16,2025-09-03,16,53.06,66.36,14.6,0.0,51.76,0.98,2261,2255,62.81,99.73
52,16,2025-09-03,17,48.17,76.3,15.67,0.01,60.63,1.26,2473,2459,68.69,99.43
53,16,2025-09-03,18,4.53,5.84,2.46,0.29,3.39,0.75,2702,760,75.06,28.13
54,16,2025-09-03,19,0.0,0.0,0.0,0.04,0.0,,2935,0,81.53,0.0
55,16,2025-09-03,20,0.0,0.46,0.0,0.58,0.46,,3046,183,84.61,6.01
56,16,2025-09-03,21,13.88,22.45,4.94,0.05,17.51,1.26,2642,2640,73.39,99.92
57,16,2025-09-03,22,49.62,44.01,15.36,0.01,28.65,0.58,2338,2333,64.94,99.79
58,16,2025-09-03,23,58.25,66.74,19.72,0.0,47.01,0.81,2125,2122,59.03,99.86
59,16,2025-09-04,0,11.38,15.32,3.08,1.21,12.24,1.08,2647,580,73.53,21.91
60,16,2025-09-04,1,71.21,68.03,8.95,0.0,59.08,0.83,2291,2287,63.64,99.83
61,16,2025-09-04,2,69.71,60.29,6.39,0.25,53.9,0.77,1975,1971,54.86,99.8
62,16,2025-09-04,3,49.94,64.83,20.92,0.29,43.91,0.88,1598,1597,44.39,99.94
63,16,2025-09-04,4,2.5,4.16,1.77,0.02,2.39,0.96,2866,168,79.61,5.86
64,16,2025-09-04,5,1.75,3.41,0.37,0.06,3.04,1.74,2771,380,76.97,13.71
65,16,2025-09-04,6,0.0,0.0,0.0,0.08,0.0,,1654,0,45.94,0.0
66,16,2025-09-04,7,0.62,0.78,0.0,0.49,0.78,1.25,1628,150,45.22,9.21
67,16,2025-09-04,8,4.73,11.71,0.22,0.0,11.49,2.43,1551,1545,43.08,99.61
68,16,2025-09-04,9,11.31,21.14,4.3,0.0,16.85,1.49,1534,1529,42.61,99.67
69,16,2025-09-04,10,22.71,34.95,10.68,0.0,24.27,1.07,1316,1314,36.56,99.85
70,16,2025-09-04,11,9.31,13.24,2.28,2.32,10.97,1.18,938,933,26.06,99.47
71,16,2025-09-04,12,20.25,46.71,6.17,1.12,40.53,2.0,1047,1046,29.08,99.9
72,16,2025-09-04,13,69.31,75.0,10.41,0.0,64.59,0.93,1453,1452,40.36,99.93
73,16,2025-09-04,14,59.16,73.2,14.24,0.12,58.96,1.0,2193,2156,60.92,98.31
74,16,2025-09-04,15,5.53,10.59,2.72,1.01,7.86,1.42,2970,743,82.5,25.02
75,16,2025-09-04,16,52.5,70.56,9.99,1.61,60.57,1.15,2205,2198,61.25,99.68
76,16,2025-09-04,17,42.23,67.67,14.98,0.19,52.69,1.25,2522,2519,70.06,99.88
77,16,2025-09-04,18,30.86,52.42,11.12,0.06,41.3,1.34,2469,2319,68.58,93.92
78,16,2025-09-04,19,0.0,0.0,0.0,0.02,0.0,,2952,0,82.0,0.0
79,16,2025-09-04,20,0.0,0.0,0.0,0.11,0.0,,2984,0,82.89,0.0
80,16,2025-09-04,21,13.05,20.04,5.37,1.3,14.67,1.12,2389,1975,66.36,82.67
81,16,2025-09-04,22,52.57,45.31,15.07,0.0,30.24,0.58,2332,2328,64.78,99.83
82,16,2025-09-04,23,61.92,61.61,12.65,0.08,48.96,0.79,2336,2135,64.89,91.4
83,16,2025-09-05,0,15.03,17.47,2.14,0.45,15.32,1.02,3009,686,83.58,22.8
84,16,2025-09-05,1,71.91,65.6,7.41,0.0,58.19,0.81,2027,2021,56.31,99.7
85,16,2025-09-05,2,69.0,59.66,7.95,0.27,51.71,0.75,1817,1811,50.47,99.67
86,16,2025-09-05,3,43.12,53.71,18.26,0.3,35.45,0.82,1701,1435,47.25,84.36
87,16,2025-09-05,4,0.0,2.53,0.0,2.53,2.53,,2789,416,77.47,14.92
88,16,2025-09-05,5,0.0,1.52,0.0,1.18,1.52,,2848,351,79.11,12.32
89,16,2025-09-05,6,1.75,2.66,0.54,0.19,2.12,1.21,1699,296,47.19,17.42
90,16,2025-09-05,7,0.0,0.04,0.0,0.1,0.04,,1252,43,34.78,3.43
91,16,2025-09-05,8,6.25,14.03,1.19,0.25,12.84,2.05,1232,1205,34.22,97.81
92,16,2025-09-05,9,14.88,26.22,2.98,2.33,23.24,1.56,1123,1122,31.19,99.91
93,16,2025-09-05,10,16.0,20.41,6.89,1.21,13.51,0.84,1407,1405,39.08,99.86
94,16,2025-09-05,11,11.0,16.31,5.08,2.5,11.23,1.02,1030,1028,28.61,99.81
95,16,2025-09-05,12,22.12,42.9,5.76,0.23,37.14,1.68,728,724,20.22,99.45
96,16,2025-09-05,13,59.58,64.03,8.07,0.0,55.96,0.94,1437,1436,39.92,99.93
97,16,2025-09-05,14,60.42,74.15,14.93,0.04,59.22,0.98,2372,2344,65.89,98.82
98,16,2025-09-05,15,12.92,18.13,4.12,0.08,14.01,1.09,896,873,24.89,97.43
99,16,2025-09-05,16,56.0,65.99,10.01,0.0,55.97,1.0,2340,2335,65.0,99.79
100,16,2025-09-05,17,53.96,81.18,16.81,0.29,64.38,1.19,2423,2420,67.31,99.88
101,16,2025-09-05,18,15.71,22.71,7.37,0.35,15.33,0.98,2780,1596,77.22,57.41
102,16,2025-09-05,19,0.0,0.0,0.0,0.26,0.0,,2803,0,77.86,0.0
103,16,2025-09-05,20,0.0,0.04,0.0,0.49,0.04,,2881,24,80.03,0.83
104,16,2025-09-05,21,10.75,17.85,3.84,2.63,14.01,1.3,2371,2045,65.86,86.25
105,16,2025-09-05,22,53.75,44.0,13.6,0.0,30.4,0.57,2467,2462,68.53,99.8
106,16,2025-09-05,23,61.14,66.53,12.25,0.0,54.28,0.89,2379,2376,66.08,99.87
107,16,2025-09-06,0,12.19,17.48,2.65,0.87,14.84,1.22,2822,830,78.39,29.41
108,16,2025-09-06,1,69.89,65.21,9.18,0.0,56.04,0.8,2118,2116,58.83,99.91
109,16,2025-09-06,2,68.2,56.15,6.24,0.0,49.91,0.73,1989,1986,55.25,99.85
110,16,2025-09-06,3,45.12,57.72,16.08,0.0,41.64,0.92,1582,1581,43.94,99.94
111,16,2025-09-06,4,6.75,9.93,3.42,0.09,6.51,0.96,1746,556,48.5,31.84
112,16,2025-09-06,5,0.0,0.0,0.0,0.03,0.0,,2064,0,57.33,0.0
113,16,2025-09-06,6,0.0,0.0,0.0,0.49,0.0,,370,0,10.28,0.0
114,16,2025-09-06,7,0.0,0.25,0.0,0.32,0.25,,711,243,19.75,34.18
115,16,2025-09-06,8,3.38,7.97,0.15,0.68,7.82,2.32,562,555,15.61,98.75
116,16,2025-09-06,9,21.69,35.13,9.64,0.01,25.49,1.18,1458,1457,40.5,99.93
117,16,2025-09-06,10,12.08,15.43,3.71,0.0,11.72,0.97,1406,1405,39.06,99.93
118,16,2025-09-06,11,11.62,16.3,3.21,0.01,13.09,1.13,1205,1203,33.47,99.83
119,16,2025-09-06,12,40.19,59.63,7.33,0.01,52.29,1.3,1339,1338,37.19,99.93
120,16,2025-09-06,13,49.75,58.37,10.69,0.0,47.68,0.96,1868,1865,51.89,99.84
121,16,2025-09-06,14,61.43,83.21,12.81,0.03,70.4,1.15,2310,2288,64.17,99.05
122,16,2025-09-06,15,9.88,16.63,2.88,0.34,13.75,1.39,909,876,25.25,96.37
123,16,2025-09-06,16,58.5,71.87,14.55,0.0,57.32,0.98,2550,2545,70.83,99.8
124,16,2025-09-06,17,49.5,79.96,16.28,0.0,63.67,1.29,2430,2426,67.5,99.84
125,16,2025-09-06,18,12.0,21.62,6.14,0.12,15.48,1.29,2532,1676,70.33,66.19
126,16,2025-09-06,19,0.0,0.0,0.0,0.21,0.0,,2751,0,76.42,0.0
127,16,2025-09-06,20,0.0,0.0,0.0,0.24,0.0,,2469,0,68.58,0.0
128,16,2025-09-06,21,10.75,19.86,3.89,0.13,15.97,1.49,2299,1914,63.86,83.25
129,16,2025-09-06,22,48.5,41.65,8.78,0.0,32.87,0.68,2494,2493,69.28,99.96
130,16,2025-09-06,23,63.08,70.66,16.33,0.0,54.33,0.86,2252,2251,62.56,99.96
131,16,2025-09-07,0,9.88,13.47,3.01,1.14,10.46,1.06,2918,702,81.06,24.06
132,16,2025-09-07,1,74.44,69.88,8.76,0.0,61.12,0.82,2253,2252,62.58,99.96
133,16,2025-09-07,2,69.91,60.95,7.0,0.07,53.94,0.77,1958,1957,54.39,99.95
134,16,2025-09-07,3,48.58,63.82,18.29,0.03,45.53,0.94,1529,1528,42.47,99.93
135,16,2025-09-07,4,1.21,2.99,0.6,0.39,2.39,1.98,3022,171,83.94,5.66
136,16,2025-09-07,5,0.12,0.21,0.01,0.01,0.2,1.61,3165,28,87.92,0.88
137,16,2025-09-07,6,1.5,3.48,0.11,0.13,3.37,2.24,1703,372,47.31,21.84
138,16,2025-09-07,7,0.0,0.0,0.0,0.2,0.0,,1524,0,42.33,0.0
139,16,2025-09-07,8,6.38,12.19,0.64,4.56,11.55,1.81,1596,1544,44.33,96.74
140,16,2025-09-07,9,14.12,27.81,5.16,3.47,22.65,1.6,1440,1439,40.0,99.93
141,16,2025-09-07,10,16.88,19.86,7.26,0.0,12.6,0.75,1504,1503,41.78,99.93
142,16,2025-09-07,11,11.62,18.36,5.37,0.12,13.0,1.12,1505,1504,41.81,99.93
143,16,2025-09-07,12,53.92,59.61,8.82,0.0,50.79,0.94,1248,1245,34.67,99.76
144,16,2025-09-07,13,58.25,68.52,13.68,0.0,54.84,0.94,2469,2464,68.58,99.8
145,16,2025-09-07,14,43.15,53.65,12.77,0.45,40.88,0.95,2227,1939,61.86,87.07
146,16,2025-09-07,15,20.04,26.26,3.61,0.84,22.64,1.13,2339,991,64.97,42.37
147,16,2025-09-07,16,56.39,77.73,15.38,0.0,62.35,1.11,2486,2482,69.06,99.84
148,16,2025-09-07,17,46.5,75.49,17.19,0.0,58.31,1.25,2522,2517,70.06,99.8
149,16,2025-09-07,18,2.88,5.73,1.26,0.07,4.47,1.55,2831,677,78.64,23.91
150,16,2025-09-07,19,0.0,0.0,0.0,0.02,0.0,,2270,0,63.06,0.0
151,16,2025-09-07,20,0.0,0.0,0.0,0.07,0.0,,3026,0,84.06,0.0
152,16,2025-09-07,21,11.12,18.62,3.58,1.01,15.04,1.35,2429,1805,67.47,74.31
153,16,2025-09-07,22,47.38,43.98,17.94,0.0,26.04,0.55,2233,2230,62.03,99.87
154,16,2025-09-07,23,66.11,68.66,11.81,0.0,56.86,0.86,2268,2262,63.0,99.74
155,16,2025-09-08,0,9.97,14.14,3.82,0.93,10.32,1.04,2776,655,77.11,23.6
156,16,2025-09-08,1,70.62,63.39,12.63,0.0,50.76,0.72,2285,2281,63.47,99.82
157,16,2025-09-08,2,66.11,57.68,8.22,0.17,49.46,0.75,2126,2124,59.06,99.91
158,16,2025-09-08,3,49.88,68.94,18.9,0.0,50.04,1.0,1633,1628,45.36,99.69
159,16,2025-09-08,4,7.0,12.15,3.25,0.17,8.9,1.27,672,507,18.67,75.45
160,16,2025-09-08,5,0.0,0.0,0.0,0.0,0.0,,498,0,13.83,0.0
161,16,2025-09-08,6,0.0,0.0,0.0,0.05,0.0,,1519,0,42.19,0.0
162,16,2025-09-08,7,0.0,0.0,0.0,2.72,0.0,,1534,0,42.61,0.0
163,16,2025-09-08,8,2.75,9.13,0.5,3.74,8.63,3.14,1571,1218,43.64,77.53
164,16,2025-09-08,9,9.88,16.51,3.06,0.0,13.46,1.36,1173,1172,32.58,99.91
165,16,2025-09-08,10,26.62,45.86,9.55,0.0,36.31,1.36,1237,1236,34.36,99.92
166,16,2025-09-08,11,9.75,18.34,4.45,1.09,13.89,1.42,1299,1298,36.08,99.92
167,16,2025-09-08,12,37.95,37.73,3.5,0.0,34.23,0.9,680,674,18.89,99.12
168,16,2025-09-08,13,37.38,48.95,9.1,0.0,39.85,1.07,1971,1970,54.75,99.95
169,16,2025-09-08,14,64.12,80.55,16.84,0.03,63.71,0.99,2384,2371,66.22,99.45
170,16,2025-09-08,15,14.34,18.21,1.74,0.66,16.47,1.15,2792,1079,77.56,38.65
171,16,2025-09-08,16,58.21,74.01,12.79,0.0,61.21,1.05,2439,2438,67.75,99.96
172,16,2025-09-08,17,47.59,70.82,15.76,0.0,55.06,1.16,2527,2526,70.19,99.96
173,16,2025-09-08,18,6.25,11.11,4.13,0.23,6.99,1.12,1869,630,51.92,33.71
174,16,2025-09-08,19,0.0,0.0,0.0,0.26,0.0,,2037,0,56.58,0.0
175,16,2025-09-08,20,0.0,0.0,0.0,1.17,0.0,,2118,0,58.83,0.0
176,16,2025-09-08,21,8.5,17.25,4.57,0.25,12.69,1.49,2080,1933,57.78,92.93
177,16,2025-09-08,22,48.25,41.71,12.37,0.0,29.34,0.61,2480,2479,68.89,99.96
178,16,2025-09-08,23,64.38,66.0,20.31,0.0,45.69,0.71,2424,2423,67.33,99.96
179,16,2025-09-09,0,17.98,22.94,3.82,0.46,19.12,1.06,2581,775,71.69,30.03
180,16,2025-09-09,1,73.23,68.54,11.09,0.0,57.44,0.78,2312,2311,64.22,99.96
181,16,2025-09-09,2,69.38,62.65,7.97,0.0,54.67,0.79,1802,1801,50.06,99.94
182,16,2025-09-09,3,43.58,60.8,20.09,0.23,40.7,0.93,1587,1586,44.08,99.94
183,16,2025-09-09,4,2.98,5.88,1.98,0.03,3.9,1.31,2993,243,83.14,8.12
184,16,2025-09-09,5,0.0,0.86,0.0,0.87,0.86,,2948,153,81.89,5.19
185,16,2025-09-09,6,0.0,0.0,0.0,0.03,0.0,,1625,0,45.14,0.0
186,16,2025-09-09,7,0.0,0.21,0.0,0.32,0.21,,1373,71,38.14,5.17
187,16,2025-09-09,8,6.25,15.2,1.3,3.5,13.9,2.22,1943,1403,53.97,72.21
188,16,2025-09-09,9,2.62,5.05,0.89,0.04,4.16,1.59,1977,285,54.92,14.42
189,16,2025-09-09,10,15.71,25.75,6.94,0.0,18.81,1.2,1183,1182,32.86,99.92
190,16,2025-09-09,11,16.22,29.01,9.33,0.0,19.68,1.21,1361,1360,37.81,99.93
191,16,2025-09-09,12,39.0,47.14,8.69,0.02,38.45,0.99,1447,1446,40.19,99.93
192,16,2025-09-09,13,61.81,69.99,13.9,0.04,56.09,0.91,2057,2019,57.14,98.15
193,16,2025-09-09,14,54.12,57.79,7.69,0.01,50.1,0.93,2380,1618,66.11,67.98
194,16,2025-09-09,15,23.75,47.77,1.72,0.3,46.04,1.94,2502,927,69.5,37.05
195,16,2025-09-09,16,31.08,50.79,12.32,0.0,38.47,1.24,1744,1743,48.44,99.94
196,16,2025-09-09,17,46.75,76.52,13.16,0.0,63.36,1.36,2425,2424,67.36,99.96
197,16,2025-09-09,18,2.62,4.67,1.52,0.47,3.15,1.2,1547,579,42.97,37.43
198,16,2025-09-09,19,0.0,0.0,0.0,0.04,0.0,,2199,0,61.08,0.0
199,16,2025-09-09,20,0.0,3.14,0.0,3.19,3.14,,2691,1125,74.75,41.81
200,16,2025-09-09,21,15.88,27.4,5.92,2.27,21.47,1.35,2528,2527,70.22,99.96
201,16,2025-09-09,22,53.0,51.04,15.43,1.36,35.61,0.67,2192,2191,60.89,99.95
202,16,2025-09-09,23,41.65,48.93,8.98,0.74,39.96,0.96,2311,2310,64.19,99.96
203,16,2025-09-10,0,17.15,16.49,2.86,0.24,13.63,0.79,2989,789,83.03,26.4
204,16,2025-09-10,1,64.28,63.18,6.43,0.0,56.75,0.88,2661,2660,73.92,99.96
205,16,2025-09-10,2,73.92,64.33,7.75,0.0,56.57,0.77,2033,2031,56.47,99.9
206,16,2025-09-10,3,50.5,70.69,19.44,0.0,51.25,1.01,1626,1625,45.17,99.94
207,16,2025-09-10,4,12.0,20.18,6.42,0.45,13.76,1.15,1605,653,44.58,40.69
208,16,2025-09-10,5,0.0,0.0,0.0,0.02,0.0,,2703,0,75.08,0.0
209,16,2025-09-10,6,0.0,0.0,0.0,0.1,0.0,,1518,0,42.17,0.0
210,16,2025-09-10,7,0.0,0.0,0.0,0.08,0.0,,770,0,21.39,0.0
211,16,2025-09-10,8,2.88,9.75,0.0,3.68,9.75,3.39,1057,1045,29.36,98.86
212,16,2025-09-10,9,8.88,17.94,4.22,2.75,13.72,1.55,1339,1338,37.19,99.93
213,16,2025-09-10,10,26.12,39.42,13.95,0.45,25.47,0.97,1456,1455,40.44,99.93
214,16,2025-09-10,11,10.88,21.77,4.45,0.01,17.32,1.59,1221,1220,33.92,99.92
215,16,2025-09-10,12,36.12,44.8,6.02,0.01,38.78,1.07,1060,1057,29.44,99.72
216,16,2025-09-10,13,59.45,68.06,11.41,0.0,56.65,0.95,2241,2240,62.25,99.96
217,16,2025-09-10,14,56.05,70.22,13.66,0.08,56.56,1.01,2486,2422,69.06,97.43
218,16,2025-09-10,15,3.4,4.71,1.23,0.75,3.48,1.02,1156,588,32.11,50.87
219,16,2025-09-10,16,51.38,48.88,10.14,0.29,38.74,0.75,2226,1688,61.83,75.83
220,16,2025-09-10,17,27.62,45.95,8.44,2.4,37.51,1.36,2558,2557,71.06,99.96
221,16,2025-09-10,18,43.34,72.49,13.07,0.0,59.41,1.37,2511,2510,69.75,99.96
222,16,2025-09-10,19,3.58,4.97,2.22,0.25,2.75,0.77,1577,505,43.81,32.02
223,16,2025-09-10,20,0.0,0.0,0.0,0.46,0.0,,1867,0,51.86,0.0
224,16,2025-09-10,21,8.38,16.59,4.44,0.54,12.14,1.45,2541,1409,70.58,55.45
225,16,2025-09-10,22,46.94,42.95,13.09,0.0,29.86,0.64,2498,2497,69.39,99.96
226,16,2025-09-10,23,54.66,62.15,13.16,0.0,48.99,0.9,2259,2258,62.75,99.96
227,16,2025-09-11,0,17.53,19.05,3.82,0.0,15.23,0.87,2909,725,80.81,24.92
228,16,2025-09-11,1,59.88,60.36,8.58,0.45,51.78,0.86,2009,1692,55.81,84.22
229,16,2025-09-11,2,75.75,67.87,5.87,0.0,62.0,0.82,2105,2104,58.47,99.95
230,16,2025-09-11,3,50.81,64.94,19.02,0.0,45.93,0.9,1531,1530,42.53,99.93
231,16,2025-09-11,4,14.12,20.22,8.35,0.02,11.86,0.84,718,715,19.94,99.58
232,16,2025-09-11,6,0.0,0.0,0.0,0.07,0.0,,1272,0,35.33,0.0
233,16,2025-09-11,7,0.0,0.0,0.0,0.44,0.0,,1960,0,54.44,0.0
234,16,2025-09-11,8,2.12,4.5,0.0,1.9,4.5,2.12,1405,260,39.03,18.51
235,16,2025-09-11,9,9.62,19.21,4.01,0.0,15.2,1.58,1335,1331,37.08,99.7
236,16,2025-09-11,10,25.38,34.48,9.74,0.89,24.74,0.98,1463,1462,40.64,99.93
237,16,2025-09-11,11,11.62,23.22,4.06,3.54,19.15,1.65,826,823,22.94,99.64
238,16,2025-09-11,12,54.5,52.52,7.58,0.0,44.94,0.82,1056,1054,29.33,99.81
239,16,2025-09-11,13,64.25,78.39,14.18,0.1,64.21,1.0,2049,2035,56.92,99.32
240,16,2025-09-11,14,36.5,41.88,13.29,0.12,28.59,0.78,2691,1348,74.75,50.09
241,16,2025-09-11,15,32.47,40.76,5.36,0.53,35.41,1.09,2812,1794,78.11,63.8
